msr_id,msr_section,msr_table,msr_name,msr_data_url,msr_population_or_survey,msr_survey size,msr_min_geo_resolution,src_org,src_name,src_url,src_year_first_published,src_year_last_published,src_discontinuity,src_pub_frequency,src_pub_lag_months,src_data_provider,src_statistic_class,src_methodology_url,src_quality_url,msr_strength
70,Enhancing quality of life for people with care and support needs,1A,Social care-related quality of life score ,https://files.digital.nhs.uk/80/CD044C/meas-from-asc-of-eng-1819-disag-anx.xlsx,Survey,"eligible_population=632425,sample=216240,responses=68745",LA,NHS Digital,ASCOF,https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-outcomes-framework-ascof,2012,2019,At least one measure impact each year since 2012,Annual,7,See trace,Official,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,0.65
71,Enhancing quality of life for people with care and support needs,1B,Proportion of people who use services who have control over their daily life ,https://files.digital.nhs.uk/80/CD044C/meas-from-asc-of-eng-1819-disag-anx.xlsx,Survey,"eligible_population=632425,sample=216240,responses=68745",LA,NHS Digital,ASCOF,https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-outcomes-framework-ascof,2012,2019,At least one measure impact each year since 2012,Annual,7,See trace,Official,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,0.65
72,Enhancing quality of life for people with care and support needs,1C(1A),The proportion of people who use services who receive self-directed support,https://files.digital.nhs.uk/80/CD044C/meas-from-asc-of-eng-1819-disag-anx.xlsx,Population,N/A,LA,NHS Digital,ASCOF,https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-outcomes-framework-ascof,2012,2019,At least one measure impact each year since 2012,Annual,7,See trace,Official,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,0.81
73,Enhancing quality of life for people with care and support needs,1C(1B),The proportion of carers who receive self-directed support,https://files.digital.nhs.uk/80/CD044C/meas-from-asc-of-eng-1819-disag-anx.xlsx,Population,N/A,LA,NHS Digital,ASCOF,https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-outcomes-framework-ascof,2012,2019,At least one measure impact each year since 2012,Annual,7,See trace,Official,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,0.81
74,Enhancing quality of life for people with care and support needs,1C(2A),The proportion of people who use services who receive direct payments,https://files.digital.nhs.uk/80/CD044C/meas-from-asc-of-eng-1819-disag-anx.xlsx,Population,N/A,LA,NHS Digital,ASCOF,https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-outcomes-framework-ascof,2012,2019,At least one measure impact each year since 2012,Annual,7,See trace,Official,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,0.81
75,Enhancing quality of life for people with care and support needs,1C(2B),The proportion of carers who receive direct payments,https://files.digital.nhs.uk/80/CD044C/meas-from-asc-of-eng-1819-disag-anx.xlsx,Population,N/A,LA,NHS Digital,ASCOF,https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-outcomes-framework-ascof,2012,2019,At least one measure impact each year since 2012,Annual,7,See trace,Official,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,0.81
76,Enhancing quality of life for people with care and support needs,1D,Carer-reported quality of life score ,https://files.digital.nhs.uk/80/CD044C/meas-from-asc-of-eng-1819-disag-anx.xlsx,Survey,"eligible_population=292360,sample=136095,responses=50800",LA,NHS Digital,ASCOF,https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-outcomes-framework-ascof,2012,2019,At least one measure impact each year since 2012,Annual,7,See trace,Official,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,0.65
77,Enhancing quality of life for people with care and support needs,1E,Proportion of adults with a learning disability in paid employment ,https://files.digital.nhs.uk/80/CD044C/meas-from-asc-of-eng-1819-disag-anx.xlsx,Population,N/A,LA,NHS Digital,ASCOF,https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-outcomes-framework-ascof,2012,2019,At least one measure impact each year since 2012,Annual,7,See trace,Official,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,0.81
78,Enhancing quality of life for people with care and support needs,1F,Proportion of adults in contact with secondary mental health services in paid employment ,https://files.digital.nhs.uk/80/CD044C/meas-from-asc-of-eng-1819-disag-anx.xlsx,Population,N/A,LA,NHS Digital,ASCOF,https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-outcomes-framework-ascof,2012,2019,At least one measure impact each year since 2012,Annual,7,See trace,Official,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,0.81
79,Enhancing quality of life for people with care and support needs,1G,Proportion of adults with a learning disability who live in their own home or with their family ,https://files.digital.nhs.uk/80/CD044C/meas-from-asc-of-eng-1819-disag-anx.xlsx,Population,N/A,LA,NHS Digital,ASCOF,https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-outcomes-framework-ascof,2012,2019,At least one measure impact each year since 2012,Annual,7,See trace,Official,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,0.81
80,Enhancing quality of life for people with care and support needs,1H,"Proportion of adults in contact with secondary mental health services living independently, with or without support ",https://files.digital.nhs.uk/80/CD044C/meas-from-asc-of-eng-1819-disag-anx.xlsx,Population,N/A,LA,NHS Digital,ASCOF,https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-outcomes-framework-ascof,2012,2019,At least one measure impact each year since 2012,Annual,7,See trace,Official,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,0.81
81,Enhancing quality of life for people with care and support needs,1I(1),The proportion of people who use services who reported that they had as much social contact as they would like,https://files.digital.nhs.uk/80/CD044C/meas-from-asc-of-eng-1819-disag-anx.xlsx,Survey,"eligible_population=632425,sample=216240,responses=68745",LA,NHS Digital,ASCOF,https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-outcomes-framework-ascof,2012,2019,At least one measure impact each year since 2012,Annual,7,See trace,Official,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,0.65
82,Enhancing quality of life for people with care and support needs,1I(2),The proportion of carers who reported that they had as much social contact as they would like,https://files.digital.nhs.uk/80/CD044C/meas-from-asc-of-eng-1819-disag-anx.xlsx,Survey,"eligible_population=292360,sample=136095,responses=50800",LA,NHS Digital,ASCOF,https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-outcomes-framework-ascof,2012,2019,At least one measure impact each year since 2012,Annual,7,See trace,Official,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,0.65
83,Enhancing quality of life for people with care and support needs,1J,Adjusted Social care-related quality of life - impact of Adult Social Care services ,https://files.digital.nhs.uk/80/CD044C/meas-from-asc-of-eng-1819-disag-anx.xlsx,Survey,"eligible_population=632425,sample=216240,responses=68745",LA,NHS Digital,ASCOF,https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-outcomes-framework-ascof,2012,2019,At least one measure impact each year since 2012,Annual,7,See trace,Official,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,0.65
84,Delaying and reducing the need for care and support,2A(1),"Long-term support needs of younger adults (aged 1864) met by admission to residential and nursing care homes, per 100,000 population",https://files.digital.nhs.uk/80/CD044C/meas-from-asc-of-eng-1819-disag-anx.xlsx,Population,N/A,LA,NHS Digital,ASCOF,https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-outcomes-framework-ascof,2012,2019,At least one measure impact each year since 2012,Annual,7,See trace,Official,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,0.81
85,Delaying and reducing the need for care and support,2A(2),"Long-term support needs of older adults (aged 65ov) met by admission to residential and nursing care homes, per 100,000 population",https://files.digital.nhs.uk/80/CD044C/meas-from-asc-of-eng-1819-disag-anx.xlsx,Population,N/A,LA,NHS Digital,ASCOF,https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-outcomes-framework-ascof,2012,2019,At least one measure impact each year since 2012,Annual,7,See trace,Official,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,0.81
86,Delaying and reducing the need for care and support,2B(1),The proportion of older people (aged 65ov) who were still at home 91 days after discharge from hospital into reablement/rehabilitation services,https://files.digital.nhs.uk/80/CD044C/meas-from-asc-of-eng-1819-disag-anx.xlsx,Population,N/A,LA,NHS Digital,ASCOF,https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-outcomes-framework-ascof,2012,2019,At least one measure impact each year since 2012,Annual,7,See trace,Official,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,0.81
87,Delaying and reducing the need for care and support,2B(2),The proportion of older people (aged 65ov) who received reablement/rehabilitation services after discharge from hospital,https://files.digital.nhs.uk/80/CD044C/meas-from-asc-of-eng-1819-disag-anx.xlsx,Population,N/A,LA,NHS Digital,ASCOF,https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-outcomes-framework-ascof,2012,2019,At least one measure impact each year since 2012,Annual,7,See trace,Official,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,0.81
88,Delaying and reducing the need for care and support,2C(1),"Delayed transfers of care from hospital, per 100,000",https://files.digital.nhs.uk/80/CD044C/meas-from-asc-of-eng-1819-disag-anx.xlsx,Population,N/A,LA,NHS Digital,ASCOF,https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-outcomes-framework-ascof,2012,2019,At least one measure impact each year since 2012,Annual,7,See trace,Official,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,0.81
89,Delaying and reducing the need for care and support,2C(2),"Delayed transfers of care from hospital that are attributable to adult social care, per 100,000 population",https://files.digital.nhs.uk/80/CD044C/meas-from-asc-of-eng-1819-disag-anx.xlsx,Population,N/A,LA,NHS Digital,ASCOF,https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-outcomes-framework-ascof,2012,2019,At least one measure impact each year since 2012,Annual,7,See trace,Official,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,0.81
90,Delaying and reducing the need for care and support,2C(3),"Delayed transfers of care from hospital that are attributable to adult social care, per 100,000 population",https://files.digital.nhs.uk/80/CD044C/meas-from-asc-of-eng-1819-disag-anx.xlsx,Population,N/A,LA,NHS Digital,ASCOF,https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-outcomes-framework-ascof,2012,2019,At least one measure impact each year since 2012,Annual,7,See trace,Official,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,0.81
91,Delaying and reducing the need for care and support,2D,The outcome of short-term services: sequel to service ,https://files.digital.nhs.uk/80/CD044C/meas-from-asc-of-eng-1819-disag-anx.xlsx,Population,N/A,LA,NHS Digital,ASCOF,https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-outcomes-framework-ascof,2012,2019,At least one measure impact each year since 2012,Annual,7,See trace,Official,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,0.81
92,Ensuring that people have a positive experience of care and support,3A,Overall satisfaction of people who use services with their care and support ,https://files.digital.nhs.uk/80/CD044C/meas-from-asc-of-eng-1819-disag-anx.xlsx,Survey,"eligible_population=632425,sample=216240,responses=68745",LA,NHS Digital,ASCOF,https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-outcomes-framework-ascof,2012,2019,At least one measure impact each year since 2012,Annual,7,See trace,Official,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,0.65
93,Ensuring that people have a positive experience of care and support,3B,Overall satisfaction of carers with social services ,https://files.digital.nhs.uk/80/CD044C/meas-from-asc-of-eng-1819-disag-anx.xlsx,Survey,"eligible_population=292360,sample=136095,responses=50800",LA,NHS Digital,ASCOF,https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-outcomes-framework-ascof,2012,2019,At least one measure impact each year since 2012,Annual,7,See trace,Official,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,0.65
94,Ensuring that people have a positive experience of care and support,3C,The proportion of carers who report that they have been included or consulted in discussion about the person they care for ,https://files.digital.nhs.uk/80/CD044C/meas-from-asc-of-eng-1819-disag-anx.xlsx,Survey,"eligible_population=292360,sample=136095,responses=50800",LA,NHS Digital,ASCOF,https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-outcomes-framework-ascof,2012,2019,At least one measure impact each year since 2012,Annual,7,See trace,Official,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,0.65
95,Ensuring that people have a positive experience of care and support,3D(1),The proportion of people who use services who find it easy to find information about support,https://files.digital.nhs.uk/80/CD044C/meas-from-asc-of-eng-1819-disag-anx.xlsx,Survey,"eligible_population=632425,sample=216240,responses=68745",LA,NHS Digital,ASCOF,https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-outcomes-framework-ascof,2012,2019,At least one measure impact each year since 2012,Annual,7,See trace,Official,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,0.65
96,Ensuring that people have a positive experience of care and support,3D(2),The proportion of carers who find it easy to find information about support,https://files.digital.nhs.uk/80/CD044C/meas-from-asc-of-eng-1819-disag-anx.xlsx,Survey,"eligible_population=292360,sample=136095,responses=50800",LA,NHS Digital,ASCOF,https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-outcomes-framework-ascof,2012,2019,At least one measure impact each year since 2012,Annual,7,See trace,Official,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,0.65
97,Safeguarding adults whose circumstances make them vulnerable and protecting from avoidable harm,4A,Proportion of people who use services who feel safe ,https://files.digital.nhs.uk/80/CD044C/meas-from-asc-of-eng-1819-disag-anx.xlsx,Survey,"eligible_population=632425,sample=216240,responses=68745",LA,NHS Digital,ASCOF,https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-outcomes-framework-ascof,2012,2019,At least one measure impact each year since 2012,Annual,7,See trace,Official,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,0.65
98,Safeguarding adults whose circumstances make them vulnerable and protecting from avoidable harm,4B,Proportion of people who use services who say that those services have made them feel safe and secure ,https://files.digital.nhs.uk/80/CD044C/meas-from-asc-of-eng-1819-disag-anx.xlsx,Survey,"eligible_population=632425,sample=216240,responses=68745",LA,NHS Digital,ASCOF,https://digital.nhs.uk/data-and-information/publications/statistical/adult-social-care-outcomes-framework-ascof,2012,2019,At least one measure impact each year since 2012,Annual,7,See trace,Official,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,0.65
99,Short Term Support,STS001,"Short Term Support: Numbers of requests for support received from NEW CLIENTS, broken down by the different sequels to that request",https://digital.nhs.uk/binaries/content/assets/website-assets/data-collections/social-care-collections-2018/salt-return-2018-19.xlsx,Population,N/A,LA,NHS Digital,SALT,https://digital.nhs.uk/data-and-information/data-collections-and-data-sets/data-collections/social-care-collections#short-and-long-term-support-salt-,2016,2019,"2014 (RAP, ASC-CAR), 2016 (PSS-EX1)",Annual,TBD,LA,TBD,TBD,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,0.53
100,Short Term Support,STS002a,Short Term Support: Of NEW clients where the sequel to a request for support was ‘Short Term Support to Maximise Independence’ a breakdown of what followed the period of short term support,https://digital.nhs.uk/binaries/content/assets/website-assets/data-collections/social-care-collections-2018/salt-return-2018-19.xlsx,Population,N/A,LA,NHS Digital,SALT,https://digital.nhs.uk/data-and-information/data-collections-and-data-sets/data-collections/social-care-collections#short-and-long-term-support-salt-,2016,2019,"2014 (RAP, ASC-CAR), 2016 (PSS-EX1)",Annual,TBD,LA,TBD,TBD,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,0.53
101,Short Term Support,STS002b,Short Term Support: Of EXISTING clients who have received ‘Short Term Support to Maximise Independence’ a breakdown of what followed the period of short term support,https://digital.nhs.uk/binaries/content/assets/website-assets/data-collections/social-care-collections-2018/salt-return-2018-19.xlsx,Population,N/A,LA,NHS Digital,SALT,https://digital.nhs.uk/data-and-information/data-collections-and-data-sets/data-collections/social-care-collections#short-and-long-term-support-salt-,2016,2019,"2014 (RAP, ASC-CAR), 2016 (PSS-EX1)",Annual,TBD,LA,TBD,TBD,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,0.53
102,Short Term Support,STS004,Short Term Support: Proportion of older people (aged 65 and over) who were still at home 91 days after discharge from hospital into reablement / rehabilitation services,https://digital.nhs.uk/binaries/content/assets/website-assets/data-collections/social-care-collections-2018/salt-return-2018-19.xlsx,Population,N/A,LA,NHS Digital,SALT,https://digital.nhs.uk/data-and-information/data-collections-and-data-sets/data-collections/social-care-collections#short-and-long-term-support-salt-,2016,2019,"2014 (RAP, ASC-CAR), 2016 (PSS-EX1)",Annual,TBD,LA,TBD,TBD,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,0.53
103,Long Term Support,LTS001a,Long Term Support: The number of people accessing long term support during the year to 31st March,https://digital.nhs.uk/binaries/content/assets/website-assets/data-collections/social-care-collections-2018/salt-return-2018-19.xlsx,Population,N/A,LA,NHS Digital,SALT,https://digital.nhs.uk/data-and-information/data-collections-and-data-sets/data-collections/social-care-collections#short-and-long-term-support-salt-,2016,2019,"2014 (RAP, ASC-CAR), 2016 (PSS-EX1)",Annual,TBD,LA,TBD,TBD,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,0.53
104,Long Term Support,LTS001b,"Long Term Support: Of the clients in LTS001a, the number of people accessing long term support at the year-end (31st March)",https://digital.nhs.uk/binaries/content/assets/website-assets/data-collections/social-care-collections-2018/salt-return-2018-19.xlsx,Population,N/A,LA,NHS Digital,SALT,https://digital.nhs.uk/data-and-information/data-collections-and-data-sets/data-collections/social-care-collections#short-and-long-term-support-salt-,2016,2019,"2014 (RAP, ASC-CAR), 2016 (PSS-EX1)",Annual,TBD,LA,TBD,TBD,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,0.53
105,Long Term Support,LTS001c,"Long Term Support: Of the clients in LTS001b, the number of people who have been accessing long term support for more than 12 months at the year end (31st March)",https://digital.nhs.uk/binaries/content/assets/website-assets/data-collections/social-care-collections-2018/salt-return-2018-19.xlsx,Population,N/A,LA,NHS Digital,SALT,https://digital.nhs.uk/data-and-information/data-collections-and-data-sets/data-collections/social-care-collections#short-and-long-term-support-salt-,2016,2019,"2014 (RAP, ASC-CAR), 2016 (PSS-EX1)",Annual,TBD,LA,TBD,TBD,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,0.53
106,Long Term Support,LTS002a,Long Term Support: Those clients receiving long term support recorded in LTS001a who received an Unplanned review during the year PLUS planned reviews for those clients that led to a care home admission,https://digital.nhs.uk/binaries/content/assets/website-assets/data-collections/social-care-collections-2018/salt-return-2018-19.xlsx,Population,N/A,LA,NHS Digital,SALT,https://digital.nhs.uk/data-and-information/data-collections-and-data-sets/data-collections/social-care-collections#short-and-long-term-support-salt-,2016,2019,"2014 (RAP, ASC-CAR), 2016 (PSS-EX1)",Annual,TBD,LA,TBD,TBD,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,0.53
107,Long Term Support,LTS002b,"Long Term Support: Those clients receiving long term support for more than 12 months at the year-end (LTS001c), for whom an unplanned or planned review of care needs took place during the year and the sequel to that review",https://digital.nhs.uk/binaries/content/assets/website-assets/data-collections/social-care-collections-2018/salt-return-2018-19.xlsx,Population,N/A,LA,NHS Digital,SALT,https://digital.nhs.uk/data-and-information/data-collections-and-data-sets/data-collections/social-care-collections#short-and-long-term-support-salt-,2016,2019,"2014 (RAP, ASC-CAR), 2016 (PSS-EX1)",Annual,TBD,LA,TBD,TBD,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,0.53
108,Long Term Support,LTS003,"Long Term Support: Carer Support provided during the year, broken down by the age of the carer, Primary Support Reason of the client and the type of support provided",https://digital.nhs.uk/binaries/content/assets/website-assets/data-collections/social-care-collections-2018/salt-return-2018-19.xlsx,Population,N/A,LA,NHS Digital,SALT,https://digital.nhs.uk/data-and-information/data-collections-and-data-sets/data-collections/social-care-collections#short-and-long-term-support-salt-,2016,2019,"2014 (RAP, ASC-CAR), 2016 (PSS-EX1)",Annual,TBD,LA,TBD,TBD,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,0.53
109,Long Term Support,LTS004,Long Term Support: Accommodation and employment status of working age clients with a Primary Support Reason of Learning Disability,https://digital.nhs.uk/binaries/content/assets/website-assets/data-collections/social-care-collections-2018/salt-return-2018-19.xlsx,Population,N/A,LA,NHS Digital,SALT,https://digital.nhs.uk/data-and-information/data-collections-and-data-sets/data-collections/social-care-collections#short-and-long-term-support-salt-,2016,2019,"2014 (RAP, ASC-CAR), 2016 (PSS-EX1)",Annual,TBD,LA,TBD,TBD,https://files.digital.nhs.uk/19/C45DF7/meas-from-asc-of-eng-1819-Appendices.pdf,0.53
110,Long Term Support,FR001,"Long Term Support: Expenditure, income and capital charges/overheads, by support reason, setting and age group.",https://digital.nhs.uk/binaries/content/assets/legacy/excel/p/m/asc-fr_proforma_2018-19.xls,Population,N/A,LA,NHS Digital,ASC-FR,https://digital.nhs.uk/data-and-information/data-collections-and-data-sets/data-collections/social-care-collection-materials-2019#adult-social-care-finance-return-asc-fr-,2015,2019,0,Annual,TBD,LA,TBD,http://www.cipfastats.net/sercop/,https://digital.nhs.uk/binaries/content/assets/website-assets/data-and-information/data-collections/social-care-collections-2019/asc-fr-guidance-2018-19-v1.2-final.pdf,0.66
111,Short Term Support,FR002,"Short Term Support: Expenditure, income and capital charges/overheads, by support reason, setting and age group.",https://digital.nhs.uk/binaries/content/assets/legacy/excel/p/m/asc-fr_proforma_2018-19.xls,Population,N/A,LA,NHS Digital,ASC-FR,https://digital.nhs.uk/data-and-information/data-collections-and-data-sets/data-collections/social-care-collection-materials-2019#adult-social-care-finance-return-asc-fr-,2015,2019,0,Annual,TBD,LA,TBD,http://www.cipfastats.net/sercop/,https://digital.nhs.uk/binaries/content/assets/website-assets/data-and-information/data-collections/social-care-collections-2019/asc-fr-guidance-2018-19-v1.2-final.pdf,0.66
112,Non-SALT,FR003,"Social Support (substance misuse, asylum, carers, isolation): expenditure, income and capital charges/overheads.",https://digital.nhs.uk/binaries/content/assets/legacy/excel/p/m/asc-fr_proforma_2018-19.xls,Population,N/A,LA,NHS Digital,ASC-FR,https://digital.nhs.uk/data-and-information/data-collections-and-data-sets/data-collections/social-care-collection-materials-2019#adult-social-care-finance-return-asc-fr-,2015,2019,0,Annual,TBD,LA,TBD,http://www.cipfastats.net/sercop/,https://digital.nhs.uk/binaries/content/assets/website-assets/data-and-information/data-collections/social-care-collections-2019/asc-fr-guidance-2018-19-v1.2-final.pdf,0.66
113,Non-SALT,FR004,"Assistive Equipment and Technology: expenditure, income and capital charges/overheads",https://digital.nhs.uk/binaries/content/assets/legacy/excel/p/m/asc-fr_proforma_2018-19.xls,Population,N/A,LA,NHS Digital,ASC-FR,https://digital.nhs.uk/data-and-information/data-collections-and-data-sets/data-collections/social-care-collection-materials-2019#adult-social-care-finance-return-asc-fr-,2015,2019,0,Annual,TBD,LA,TBD,http://www.cipfastats.net/sercop/,https://digital.nhs.uk/binaries/content/assets/website-assets/data-and-information/data-collections/social-care-collections-2019/asc-fr-guidance-2018-19-v1.2-final.pdf,0.66
114,Non-SALT,FR005,"Social Care Activities: expenditure, income and capital charges/overheads",https://digital.nhs.uk/binaries/content/assets/legacy/excel/p/m/asc-fr_proforma_2018-19.xls,Population,N/A,LA,NHS Digital,ASC-FR,https://digital.nhs.uk/data-and-information/data-collections-and-data-sets/data-collections/social-care-collection-materials-2019#adult-social-care-finance-return-asc-fr-,2015,2019,0,Annual,TBD,LA,TBD,http://www.cipfastats.net/sercop/,https://digital.nhs.uk/binaries/content/assets/website-assets/data-and-information/data-collections/social-care-collections-2019/asc-fr-guidance-2018-19-v1.2-final.pdf,0.66
